--base
--Active power constraint
Bus, sum_pg, pd, gsh, v_n, gshvn2, sum_p_li, sum_p_ti, pslackm_n, pslackp_n, p_relax
164, 0.0149994492, -0.0000000000, 0.0000000000, 1.0578947891, -0.0000000000, 0.0149994493, NaN, -0.0000000090, -0.0000000091, 0.0000000000
165, 0.0000000173, -0.0000000000, 0.0000000000, 1.0125589230, -0.0000000000, 0.0000000174, NaN, -0.0000000090, -0.0000000091, 0.0000000000
166, 0.0129999941, -0.0000000000, 0.0000000000, 0.9701635640, -0.0000000000, 0.0129999943, NaN, -0.0000000089, -0.0000000091, 0.0000000000
167, NaN, -0.0388687500, 0.0000000000, 0.9499504455, -0.0000000000, -0.0388687498, NaN, -0.0000000089, -0.0000000091, 0.0000000000
168, NaN, -0.0000000000, 0.0000000000, 0.9768414198, -0.0000000000, 0.0000000002, NaN, -0.0000000089, -0.0000000091, 0.0000000000
169, NaN, -0.0993445600, 0.0000000000, 1.0339489521, -0.0000000000, -0.0993445599, NaN, -0.0000000090, -0.0000000091, 0.0000000000
170, 1.6699994990, -0.0000000000, 0.0000000000, 1.0599997957, -0.0000000000, 1.6699994991, NaN, -0.0000000090, -0.0000000090, 0.0000000000
171, NaN, -0.0516631500, 0.0000000000, 1.0183390364, -0.0000000000, -0.0516631499, NaN, -0.0000000090, -0.0000000091, 0.0000000000
172, NaN, -0.1124152000, 0.0000000000, 1.0116297819, -0.0000000000, -0.1124151999, NaN, -0.0000000090, -0.0000000091, 0.0000000000
173, NaN, -0.0000000000, 0.0000000000, 1.0407209917, -0.0000000000, 0.0000000001, NaN, -0.0000000090, -0.0000000090, 0.0000000000
174, NaN, -0.0561177000, 0.0000000000, 1.0599915549, -0.0000000000, -0.0561176999, NaN, -0.0000000090, -0.0000000091, 0.0000000000
175, 0.0000000496, -0.0000000000, 0.0000000000, 1.0310476666, -0.0000000000, 0.0000000497, NaN, -0.0000000090, -0.0000000091, 0.0000000000
176, NaN, -0.0000000000, 0.0000000000, 0.9758464058, -0.0000000000, 0.0000000001, NaN, -0.0000000090, -0.0000000091, 0.0000000000
177, NaN, -0.0582997200, 0.0000000000, 1.0309557648, -0.0000000000, -0.0582997199, NaN, -0.0000000090, -0.0000000091, 0.0000000000
178, NaN, -0.0000000000, 0.0000000000, 1.0230281409, -0.0000000000, 0.0000000001, NaN, -0.0000000090, -0.0000000091, 0.0000000000
179, NaN, -0.0899527600, 0.0000000000, 1.0274104066, -0.0000000000, -0.0899527599, NaN, -0.0000000090, -0.0000000091, 0.0000000000
180, NaN, -0.0863825500, 0.0000000000, 0.9806034754, -0.0000000000, -0.0863825499, NaN, -0.0000000090, -0.0000000091, 0.0000000000
